order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDZ06368,2018-02-22,09:41:24,Breakfast,NS,"[('Cereal', 5), ('Eggs', 3), ('Coffee', 7)]",223.5,-37.8155917,145.0059186,0,10.472,15.6623306
ORDK09252,2018-08-21,15:36:20,Lunch,BK,"[('Chicken', 1), ('Burger', 7)]",249.0,-37.8109721,144.9435883,0,9.969,15.5761993
ORDZ03984,2018-10-30,17:58:18,Dinner,NS,"[('Fish&Chips', 1), ('Pasta', 8), ('Salmon', 8), ('Shrimp', 9)]",1069.0,-37.7966796,144.9353698,0,7.026,13.0177989
ORDC02277,2018-10-08,17:17:44,Dinner,NS,"[('Fish&Chips', 1), ('Shrimp', 4), ('Salmon', 4)]",415.0,-37.8183397,144.9605812,0,8.767,14.8237348
ORDJ03610,2018-02-04,09:00:50,Breakfast,TP,"[('Cereal', 3), ('Eggs', 2), ('Pancake', 7)]",276.75,-37.8153496,144.9721728,0,8.285,12.0096625
ORDB04093,2018-09-05,16:06:45,Dinner,TP,"[('Salmon', 1), ('Fish&Chips', 2)]",111.0,-37.8149735,144.927519,0,11.808,15.4272808
ORDA02591,2018-08-14,15:26:11,Lunch,BK,"[('Chicken', 8), ('Burger', 1), ('Salad', 4), ('Steak', 1)]",400.8,-37.8140417,144.966648,0,7.483,13.6639532
ORDC01489,2018-09-18,16:37:10,Dinner,NS,"[('Salmon', 4), ('Pasta', 1)]",191.5,-37.8222687,144.9506507,0,9.764,15.3152703
ORDJ04597,2018-11-25,18:49:00,Dinner,TP,"[('Salmon', 8), ('Fish&Chips', 6)]",538.0,-37.8087982,144.9830181,0,9.724,14.9410327
ORDZ02978,2018-12-15,19:29:34,Dinner,NS,"[('Salmon', 7), ('Pasta', 8), ('Fish&Chips', 8)]",787.0,-37.8244894,144.9460969,0,10.344,18.4597625
ORDJ04187,2018-05-11,12:13:31,Lunch,TP,"[('Chicken', 8), ('Burger', 9), ('Steak', 9)]",940.0,-37.8255966,144.9532132,0,8.661,11.985075
ORDJ11031,2018-03-10,10:11:49,Breakfast,TP,"[('Pancake', 2), ('Coffee', 8)]",108.5,-37.8100906,144.9710078,0,8.963,13.5697851
ORDC06094,2018-10-28,17:58:18,Dinner,NS,"[('Shrimp', 5), ('Fish&Chips', 3), ('Pasta', 6), ('Salmon', 6)]",786.0,-37.8094869,144.9482517,0,8.852,17.0414238
ORDK10053,2018-04-20,11:32:57,Breakfast,BK,"[('Pancake', 9), ('Cereal', 6)]",344.25,-37.8062827,144.9584448,0,7.854,12.4423725
ORDX08591,2018-02-24,09:41:24,Breakfast,BK,"[('Cereal', 4), ('Eggs', 1)]",106.0,-37.8240762,144.9685291,0,8.135,15.4231408
ORDK10522,2018-05-09,12:13:31,Lunch,BK,"[('Fries', 7), ('Burger', 5), ('Salad', 7), ('Chicken', 2)]",423.4,-37.7991169,144.9642836,0,8.129,14.0658847
ORDZ04608,2018-07-20,14:35:29,Lunch,NS,"[('Burger', 5), ('Steak', 10), ('Fries', 6), ('Salad', 2)]",711.4,-37.8144347,144.9429071,0,9.465,15.2275659
ORDC03323,2018-04-16,11:22:49,Breakfast,NS,"[('Eggs', 1), ('Pancake', 1)]",46.25,-37.8107537,144.9670868,0,7.404,11.99647
ORDC06221,2018-07-15,14:25:21,Lunch,NS,"[('Chicken', 1), ('Burger', 3)]",125.0,-37.7993288,144.9248188,0,13.138,20.7998618
ORDY04426,2018-08-25,15:46:28,Lunch,TP,"[('Salad', 9), ('Chicken', 6), ('Burger', 1)]",377.8,-37.8177482,144.9690545,0,7.979,12.6324606
ORDZ07491,2018-10-10,17:17:44,Dinner,NS,"[('Shrimp', 1), ('Salmon', 7), ('Fish&Chips', 3)]",446.0,-37.8125065,144.9532631,0,8.511,14.2549515
ORDI08007,2018-03-09,10:11:49,Breakfast,NS,"[('Cereal', 6), ('Coffee', 8)]",186.0,-37.8162593,145.0147315,0,11.705,16.8725598
ORDK09022,2018-10-24,17:48:10,Dinner,BK,"[('Pasta', 6), ('Salmon', 1)]",206.0,-37.8109003,144.9618116,0,7.785,14.1445699
ORDB09549,2018-09-04,16:06:45,Dinner,TP,"[('Shrimp', 7), ('Salmon', 7)]",665.0,-37.7991418,144.9522553,0,10.173,14.5918017
ORDI09040,2018-03-24,10:42:15,Breakfast,NS,"[('Cereal', 1), ('Pancake', 10), ('Eggs', 2)]",307.5,-37.8198041,144.9852907,0,9.083,16.2550461
ORDX02322,2018-03-02,10:01:41,Breakfast,BK,"[('Pancake', 5), ('Cereal', 9)]",310.25,-37.8187409,144.9908463,0,5.691,10.7109884
ORDY05322,2018-09-29,16:57:27,Dinner,TP,"[('Pasta', 4), ('Salmon', 6)]",356.0,-37.8083929,144.955658,0,9.042,14.714305
ORDJ00016,2018-11-26,18:59:09,Dinner,TP,"[('Pasta', 10), ('Shrimp', 8), ('Salmon', 7)]",994.0,-37.8255027,144.9653719,0,7.965,12.4451095
ORDX07055,2018-10-30,17:58:18,Dinner,BK,"[('Pasta', 9), ('Fish&Chips', 2)]",317.5,-37.8196633,144.9727316,0,7.822,14.1232482
ORDC02073,2018-09-27,16:57:27,Dinner,NS,"[('Salmon', 4), ('Pasta', 3)]",246.5,-37.8083253,144.9434194,0,9.237,15.6989211
ORDK03312,2018-09-26,16:47:19,Dinner,BK,"[('Fish&Chips', 9), ('Salmon', 2), ('Pasta', 9)]",644.5,-37.8120906,144.9276731,0,11.096,18.1058533
ORDC01887,2018-02-23,09:41:24,Breakfast,NS,"[('Coffee', 5), ('Cereal', 10)]",247.5,-37.8024117,145.0094612,0,9.848,15.0311422
ORDB09197,2018-11-14,18:28:43,Dinner,TP,"[('Shrimp', 2), ('Fish&Chips', 9), ('Pasta', 6)]",588.0,-37.8264286,144.9977698,0,10.111,14.4439652
ORDZ07428,2018-06-02,13:04:13,Lunch,NS,"[('Chicken', 5), ('Steak', 8), ('Burger', 3)]",613.0,-37.8154705,144.9670723,0,8.234,15.585495
ORDC02832,2018-12-11,19:19:26,Dinner,NS,"[('Shrimp', 3), ('Fish&Chips', 7), ('Pasta', 10)]",682.0,-37.8224115,144.9500399,0,9.821,15.1817814
ORDA05239,2018-09-25,16:47:19,Dinner,BK,"[('Shrimp', 6), ('Fish&Chips', 9), ('Pasta', 5), ('Salmon', 7)]",1063.5,-37.8148227,144.9649463,0,7.628,14.4961784
ORDZ01968,2018-09-24,16:47:19,Dinner,NS,"[('Fish&Chips', 10), ('Salmon', 1), ('Pasta', 7)]",583.5,-37.801953,144.9636853,0,6.86,12.3588079
ORDI10623,2018-11-20,18:38:52,Dinner,NS,"[('Pasta', 9), ('Salmon', 10), ('Fish&Chips', 4), ('Shrimp', 2)]",905.5,-37.8134339,144.9358028,0,10.183,15.6611722
ORDB11024,2018-12-27,20:00:00,Dinner,TP,"[('Shrimp', 2), ('Pasta', 4), ('Fish&Chips', 1)]",253.0,-37.8199098,144.9436993,0,9.404,13.8910434
ORDB11066,2018-05-27,12:43:56,Lunch,TP,"[('Burger', 3), ('Fries', 8), ('Chicken', 2), ('Steak', 9), ('Salad', 6)]",761.2,-37.8170561,144.9490902,0,9.1,14.2215759
ORDY03154,2018-11-21,18:49:00,Dinner,TP,"[('Fish&Chips', 4), ('Shrimp', 10), ('Pasta', 5)]",817.5,-37.8077748,144.9332945,0,11.075,14.9096387
ORDI00687,2018-07-09,14:15:12,Lunch,NS,"[('Steak', 6), ('Fries', 1)]",282.0,-37.8030732,144.9631453,0,7.009,12.7255338
ORDI06989,2018-01-15,08:20:16,Breakfast,NS,"[('Eggs', 1), ('Pancake', 2), ('Coffee', 10)]",145.5,-37.8133143,144.9380803,1,9.806,7.5431786
ORDZ07390,2018-04-03,11:02:32,Breakfast,NS,"[('Pancake', 8), ('Cereal', 5)]",299.0,-37.8100517,144.9836969,0,8.116,12.4147987
ORDZ07717,2018-12-13,19:29:34,Dinner,NS,"[('Shrimp', 4), ('Salmon', 3)]",339.0,-37.8188302,144.9567625,0,9.02,15.0617658
ORDX10452,2018-12-13,19:29:34,Dinner,BK,"[('Fish&Chips', 7), ('Pasta', 6), ('Salmon', 10), ('Shrimp', 10)]",1360.0,-37.8188847,144.967698,0,7.56,14.6310734
ORDK09519,2018-03-04,10:01:41,Breakfast,BK,"[('Coffee', 1), ('Pancake', 1)]",31.75,-37.8238221,144.9405072,0,10.12,17.7866138
ORDZ00215,2018-08-17,15:36:20,Lunch,NS,"[('Chicken', 2), ('Steak', 9)]",469.0,-37.809573,145.001699,0,9.547,14.5372593
ORDI07476,2018-07-11,14:15:12,Lunch,NS,"[('Burger', 3), ('Chicken', 6), ('Steak', 3), ('Fries', 7), ('Salad', 7)]",624.4,-37.8094889,144.9679925,0,7.178,5.9764152
ORDI06976,2018-09-24,16:47:19,Dinner,NS,"[('Pasta', 2), ('Shrimp', 1), ('Fish&Chips', 7)]",354.0,-37.8080854,144.9538304,0,8.308,14.2709646
ORDI03938,2018-11-20,18:38:52,Dinner,NS,"[('Shrimp', 6), ('Salmon', 9)]",693.0,-37.8221392,145.0155504,0,11.707,17.657479
ORDJ08632,2018-10-17,17:38:01,Dinner,TP,"[('Fish&Chips', 3), ('Pasta', 4), ('Shrimp', 1), ('Salmon', 4)]",433.0,-37.8206832,144.993264,0,9.927,13.4097538
ORDJ10002,2018-10-20,17:38:01,Dinner,TP,"[('Pasta', 10), ('Salmon', 3)]",398.0,-37.8154058,144.9775738,0,8.694,14.2130107
ORDY09510,2018-03-30,10:52:23,Breakfast,TP,"[('Cereal', 9), ('Coffee', 8)]",249.0,-37.8102571,144.9613166,0,8.501,11.4390781
ORDX08782,2018-04-07,11:12:40,Breakfast,BK,"[('Pancake', 7), ('Cereal', 6)]",295.75,-37.8166864,145.0134205,0,4.02,11.6246471
ORDI02217,2018-12-20,19:39:43,Dinner,NS,"[('Pasta', 7), ('Shrimp', 7)]",570.5,-37.8143806,144.9597841,0,8.257,14.7016366
ORDY01174,2018-06-02,13:04:13,Lunch,TP,"[('Steak', 3), ('Salad', 4), ('Fries', 2), ('Burger', 5), ('Chicken', 1)]",414.8,-37.8180368,144.964893,0,7.566,12.6021811
ORDZ03394,2018-08-18,15:36:20,Lunch,NS,"[('Salad', 6), ('Fries', 5)]",163.2,-37.8103255,145.0019927,0,9.642,17.6976278
ORDK08644,2018-09-21,16:37:10,Dinner,BK,"[('Pasta', 7), ('Fish&Chips', 1)]",227.5,-37.8201307,144.9583071,0,8.294,14.9853638
ORDJ03844,2018-04-29,11:53:14,Breakfast,TP,"[('Pancake', 3), ('Cereal', 2), ('Eggs', 3), ('Coffee', 10)]",255.75,-37.8060776,144.9583012,0,9.08,13.6783173
ORDB04080,2018-06-25,13:44:47,Lunch,TP,"[('Chicken', 6), ('Steak', 1), ('Fries', 4)]",285.0,-37.8245633,144.982912,0,8.906,12.344162
ORDK04973,2018-10-13,17:27:53,Dinner,BK,"[('Salmon', 7), ('Pasta', 7)]",479.5,-37.8207499,144.9574438,0,8.486,17.7765694
ORDX04397,2018-11-07,18:18:35,Dinner,BK,"[('Pasta', 9), ('Salmon', 7), ('Shrimp', 10)]",1074.5,-37.809293,144.9610516,0,7.711,15.0916382
ORDB03180,2018-10-14,17:27:53,Dinner,TP,"[('Salmon', 5), ('Pasta', 7), ('Shrimp', 7)]",775.5,-37.8012839,144.988679,0,10.858,16.1972882
ORDB07115,2018-03-07,10:01:41,Breakfast,TP,"[('Coffee', 4), ('Eggs', 10)]",250.0,-37.8132269,144.9514562,0,9.065,5.63080275
ORDZ02181,2018-12-24,19:49:51,Dinner,NS,"[('Shrimp', 2), ('Salmon', 7), ('Fish&Chips', 1)]",430.0,-37.8191255,145.0052086,0,10.589,16.9052638
ORDC04179,2018-10-01,16:57:27,Dinner,NS,"[('Pasta', 1), ('Fish&Chips', 4), ('Salmon', 10)]",577.5,-37.817899,144.9502679,0,9.53,15.3857863
ORDC02875,2018-03-06,10:01:41,Breakfast,NS,"[('Coffee', 7), ('Cereal', 10), ('Eggs', 5), ('Pancake', 1)]",396.75,-37.8135389,144.9502042,0,8.695,14.2283231
ORDB08433,2018-07-11,14:15:12,Lunch,TP,"[('Chicken', 7), ('Fries', 9)]",332.0,-37.8146088,144.9656739,0,8.068,11.9011894
ORDJ01628,2018-09-01,16:06:45,Dinner,TP,"[('Salmon', 2), ('Pasta', 8), ('Shrimp', 3), ('Fish&Chips', 7)]",709.0,-37.8164028,144.9552605,0,8.425,14.1314616
ORDA05340,2018-11-07,18:18:35,Dinner,BK,"[('Fish&Chips', 3), ('Pasta', 10), ('Salmon', 1), ('Shrimp', 3)]",583.0,-37.8131771,144.9628275,0,7.689,14.6405973
ORDA04861,2018-11-10,18:18:35,Dinner,BK,"[('Salmon', 5), ('Fish&Chips', 9), ('Shrimp', 3), ('Pasta', 8)]",902.0,-37.8206468,144.9835352,0,6.506,16.073283
ORDI03818,2018-05-22,12:33:48,Lunch,NS,"[('Salad', 9), ('Chicken', 7), ('Steak', 8), ('Burger', 3), ('Fries', 9)]",939.8,-37.8140231,144.9545477,0,8.514,14.1688304
ORDK06928,2018-12-04,19:09:17,Dinner,BK,"[('Pasta', 4), ('Salmon', 6)]",356.0,-37.8054568,144.9333354,0,10.405,17.4103765
ORDJ04886,2018-02-26,09:51:32,Breakfast,TP,"[('Cereal', 6), ('Coffee', 3)]",148.5,-37.8132998,144.9954611,0,10.496,13.3474296
ORDZ02690,2018-11-21,18:49:00,Dinner,NS,"[('Shrimp', 8), ('Fish&Chips', 8), ('Pasta', 8), ('Salmon', 7)]",1219.0,-37.8127511,144.9643878,0,7.804,13.8913117
ORDI10024,2018-09-04,16:06:45,Dinner,NS,"[('Shrimp', 1), ('Pasta', 10), ('Salmon', 7), ('Fish&Chips', 4)]",756.0,-37.8243635,144.9585022,0,9.546,15.2218645
ORDB08499,2018-08-02,15:05:54,Lunch,TP,"[('Steak', 8), ('Chicken', 5)]",520.0,-37.8010098,144.9724161,0,10.016,13.2639463
ORDY07816,2018-08-25,15:46:28,Lunch,TP,"[('Salad', 5), ('Steak', 3), ('Burger', 1)]",252.0,-37.8204834,144.9811666,0,8.886,13.9446212
ORDJ06762,2018-04-23,11:43:05,Breakfast,TP,"[('Eggs', 8), ('Cereal', 3), ('Pancake', 2)]",287.5,-37.8188744,144.9533351,0,8.508,11.4440159
ORDK00445,2018-10-12,17:27:53,Dinner,BK,"[('Fish&Chips', 10), ('Shrimp', 3), ('Salmon', 5), ('Pasta', 7)]",909.5,-37.8180999,144.9694137,0,7.599,14.2501628
ORDA07476,2018-11-01,18:08:27,Dinner,BK,"[('Fish&Chips', 4), ('Shrimp', 6)]",464.0,-37.8245126,144.9821901,0,7.041,13.7027332
ORDZ07877,2018-12-14,19:29:34,Dinner,NS,"[('Shrimp', 5), ('Salmon', 5), ('Fish&Chips', 6), ('Pasta', 8)]",905.0,-37.8226648,144.9470849,0,10.023,15.810898
ORDJ07835,2018-09-27,16:57:27,Dinner,TP,"[('Salmon', 4), ('Shrimp', 5), ('Fish&Chips', 3), ('Pasta', 2)]",594.0,-37.8024092,145.0158325,0,13.828,17.3149448
ORDX01952,2018-11-01,18:08:27,Dinner,BK,"[('Pasta', 7), ('Fish&Chips', 10)]",542.5,-37.8248005,144.9821471,0,7.076,14.4846361
ORDY09127,2018-05-12,12:13:31,Lunch,TP,"[('Burger', 2), ('Chicken', 8), ('Salad', 7), ('Steak', 9)]",843.4,-37.7990905,144.9928413,0,11.407,15.425271
ORDK00750,2018-05-25,12:43:56,Lunch,BK,"[('Salad', 5), ('Chicken', 4)]",214.0,-37.8251275,144.9568527,0,8.864,14.9475341
ORDI09242,2018-04-29,11:53:14,Breakfast,NS,"[('Eggs', 2), ('Cereal', 6), ('Pancake', 4), ('Coffee', 3)]",289.5,-37.8045175,144.9694499,0,6.53,12.7267998
ORDZ04910,2018-11-11,18:28:43,Dinner,NS,"[('Shrimp', 5), ('Salmon', 2), ('Pasta', 4)]",462.0,-37.8153323,144.9403092,0,9.732,17.6712003
ORDX07372,2018-11-26,18:59:09,Dinner,BK,"[('Shrimp', 7), ('Fish&Chips', 5), ('Pasta', 6)]",718.0,-37.8061239,144.9583036,0,7.852,14.8417787
ORDX07913,2018-02-06,09:10:59,Breakfast,BK,"[('Coffee', 7), ('Cereal', 6), ('Eggs', 8), ('Pancake', 9)]",572.75,-37.7998142,144.9782391,0,6.966,12.2308401
ORDJ06724,2018-05-28,12:54:05,Lunch,TP,"[('Salad', 7), ('Fries', 10), ('Chicken', 9), ('Burger', 6)]",714.4,-37.8220205,145.0141651,0,11.957,15.06722
ORDB10966,2018-09-29,16:57:27,Dinner,TP,"[('Salmon', 9), ('Pasta', 10)]",644.0,-37.802897,144.9525703,0,9.818,14.9912638
ORDZ10780,2018-01-19,08:30:25,Breakfast,NS,"[('Cereal', 10), ('Coffee', 6), ('Eggs', 4)]",343.0,-37.8061449,144.9571708,0,8.253,13.1236648
ORDY02247,2018-05-26,12:43:56,Lunch,TP,"[('Chicken', 6), ('Fries', 7), ('Burger', 10)]",586.0,-37.802723,144.9636447,0,9.447,14.2257189
ORDI00428,2018-04-26,11:43:05,Breakfast,NS,"[('Cereal', 3), ('Coffee', 6)]",108.0,-37.8190856,144.9528457,0,9.295,7.3671711
ORDX09356,2018-06-21,13:34:38,Lunch,BK,"[('Steak', 7), ('Salad', 6), ('Burger', 3)]",511.2,-37.8164963,144.9458666,0,9.268,15.1752187
ORDY04915,2018-02-08,09:10:59,Breakfast,TP,"[('Eggs', 2), ('Pancake', 6), ('Cereal', 1)]",210.5,-37.8216805,144.981213,0,8.712,11.215584
ORDX05217,2018-08-08,15:16:03,Lunch,BK,"[('Salad', 1), ('Chicken', 10), ('Fries', 2), ('Steak', 10)]",811.2,-37.8113891,144.9534946,0,8.372,14.2337069
ORDB02391,2018-02-26,09:51:32,Breakfast,TP,"[('Pancake', 9), ('Eggs', 3), ('Coffee', 2)]",299.25,-37.807228,144.9966617,0,11.002,13.661471
ORDB07364,2018-09-21,16:37:10,Dinner,TP,"[('Shrimp', 2), ('Fish&Chips', 10)]",458.0,-37.8091018,144.9293206,0,11.141,14.9055284
ORDI08175,2018-12-13,19:29:34,Dinner,NS,"[('Salmon', 1), ('Fish&Chips', 1), ('Shrimp', 10)]",616.0,-37.8177809,144.9317784,0,9.524,16.0246157
ORDK07221,2018-06-10,13:14:21,Lunch,BK,"[('Burger', 10), ('Fries', 2)]",334.0,-37.8242093,144.9569549,0,9.139,17.6778773
ORDX09583,2018-11-19,18:38:52,Dinner,BK,"[('Fish&Chips', 6), ('Shrimp', 4), ('Salmon', 10), ('Pasta', 3)]",918.5,-37.8167464,145.0092391,0,3.897,10.4035022
ORDZ01362,2018-11-13,18:28:43,Dinner,NS,"[('Pasta', 7), ('Fish&Chips', 5), ('Salmon', 10), ('Shrimp', 3)]",939.5,-37.8052621,144.9787713,0,7.366,13.5788277
ORDC06144,2018-09-21,16:37:10,Dinner,NS,"[('Pasta', 4), ('Fish&Chips', 8)]",390.0,-37.8201764,144.9578324,0,9.16,14.963682
ORDJ05374,2018-04-26,11:43:05,Breakfast,TP,"[('Eggs', 9), ('Pancake', 2), ('Cereal', 5)]",351.5,-37.8183378,144.9652802,0,7.541,10.701214
ORDY01219,2018-11-27,18:59:09,Dinner,TP,"[('Fish&Chips', 6), ('Pasta', 6), ('Shrimp', 2)]",483.0,-37.8002519,144.9634799,0,9.752,14.1931758
ORDB03871,2018-11-16,18:38:52,Dinner,TP,"[('Pasta', 3), ('Fish&Chips', 6), ('Salmon', 9)]",661.5,-37.80113,144.9627214,0,9.661,13.5682842
ORDY06403,2018-10-27,17:58:18,Dinner,TP,"[('Fish&Chips', 3), ('Pasta', 2), ('Salmon', 1)]",201.0,-37.8110663,144.9455747,0,9.746,22.80963045
ORDC03281,2018-05-23,12:43:56,Lunch,NS,"[('Salad', 7), ('Burger', 6), ('Chicken', 8), ('Steak', 9)]",967.4,-37.8134137,144.9894306,0,8.887,21.4154334
ORDC09380,2018-04-15,11:22:49,Breakfast,NS,"[('Cereal', 4), ('Coffee', 8)]",144.0,-37.8166433,144.9838018,0,8.714,15.5916834
ORDB03940,2018-04-28,11:53:14,Breakfast,TP,"[('Coffee', 3), ('Pancake', 4), ('Eggs', 6)]",251.5,-37.8230646,144.968504,0,7.963,12.1232675
ORDZ11047,2018-01-12,08:20:16,Breakfast,NS,"[('Coffee', 1), ('Pancake', 7), ('Cereal', 7), ('Eggs', 2)]",368.25,-37.7995523,144.9510158,1,7.992,6.4638359
ORDJ07760,2018-12-29,20:00:00,Dinner,TP,"[('Pasta', 1), ('Fish&Chips', 7)]",272.5,-37.8137954,144.9718227,0,8.49,13.927475
ORDC10971,2018-03-03,10:01:41,Breakfast,NS,"[('Coffee', 10), ('Pancake', 6)]",220.5,-37.8223392,145.0155776,0,11.731,19.1608553
ORDB03219,2018-06-11,13:14:21,Lunch,TP,"[('Steak', 4), ('Chicken', 5), ('Burger', 5), ('Fries', 1)]",507.0,-37.8043264,144.9472998,0,9.906,13.1059738
ORDY09817,2018-03-01,09:51:32,Breakfast,TP,"[('Coffee', 8), ('Eggs', 6), ('Cereal', 4), ('Pancake', 2)]",324.5,-37.823123,144.9830236,0,8.843,11.2069543
ORDC05963,2018-08-08,15:16:03,Lunch,NS,"[('Steak', 5), ('Burger', 9), ('Fries', 9), ('Chicken', 8), ('Salad', 2)]",902.4,-37.8063397,144.9412482,0,9.396,14.8941786
ORDA08830,2018-06-03,13:04:13,Lunch,BK,"[('Burger', 10), ('Steak', 10), ('Fries', 6)]",832.0,-37.825403,144.9569625,0,8.868,17.6764439
ORDK07753,2018-07-13,14:25:21,Lunch,BK,"[('Fries', 8), ('Chicken', 1), ('Salad', 6), ('Steak', 1), ('Burger', 10)]",586.2,-37.8162256,145.0076725,0,3.927,9.8130512
ORDY06552,2018-01-08,08:10:08,Breakfast,TP,"[('Cereal', 1), ('Pancake', 5), ('Coffee', 4), ('Eggs', 3)]",238.25,-37.8060715,144.976053,1,9.466,6.1894532
ORDZ06058,2018-07-23,14:45:38,Lunch,NS,"[('Fries', 7), ('Steak', 9), ('Salad', 10), ('Burger', 8), ('Chicken', 10)]",1229.0,-37.8239578,144.9826474,0,9.245,14.6447907
ORDZ07566,2018-06-04,13:04:13,Lunch,NS,"[('Chicken', 3), ('Salad', 10), ('Fries', 3), ('Burger', 2), ('Steak', 4)]",546.0,-37.8200266,144.9706807,0,8.777,14.088331
ORDC07560,2018-02-26,09:51:32,Breakfast,NS,"[('Cereal', 6), ('Eggs', 10)]",346.0,-37.8095634,144.9637109,0,7.416,12.0945054
ORDX05266,2018-12-23,19:49:51,Dinner,BK,"[('Fish&Chips', 4), ('Shrimp', 9)]",626.0,-37.818575,145.0052604,0,4.369,13.7172843
ORDZ05301,2018-12-16,19:29:34,Dinner,NS,"[('Pasta', 4), ('Salmon', 7), ('Shrimp', 8), ('Fish&Chips', 8)]",1109.0,-37.8246356,144.9466172,0,10.291,18.1042164
ORDC07043,2018-03-21,10:32:06,Breakfast,NS,"[('Eggs', 10), ('Cereal', 3), ('Coffee', 4), ('Pancake', 8)]",507.0,-37.8130823,144.959658,0,8.077,13.5349734
ORDK08330,2018-07-31,14:55:46,Lunch,BK,"[('Salad', 10), ('Fries', 3), ('Steak', 1), ('Chicken', 6), ('Burger', 9)]",724.0,-37.8127537,144.9479949,0,10.358,16.2855188
ORDJ07902,2018-02-03,09:00:50,Breakfast,TP,"[('Coffee', 8), ('Pancake', 3)]",132.75,-37.8231884,144.9607959,0,7.651,11.9130217
ORDC00395,2018-10-23,17:48:10,Dinner,NS,"[('Pasta', 5), ('Salmon', 2), ('Fish&Chips', 7)]",464.5,-37.8201226,144.9669896,0,8.759,14.896585
ORDI04147,2018-01-10,08:10:08,Breakfast,NS,"[('Coffee', 6), ('Eggs', 5)]",155.0,-37.8070369,144.9570793,1,8.151,6.8895342
ORDK09601,2018-01-21,08:40:33,Breakfast,BK,"[('Cereal', 10), ('Pancake', 6), ('Coffee', 2)]",370.5,-37.8054421,144.9650891,0,7.466,14.2728607
ORDC06305,2018-03-24,10:42:15,Breakfast,NS,"[('Pancake', 4), ('Cereal', 8), ('Eggs', 6), ('Coffee', 10)]",472.0,-37.8198437,145.0116726,0,11.168,18.3027708
ORDC11040,2018-03-16,10:21:58,Breakfast,NS,"[('Cereal', 1), ('Pancake', 2), ('Coffee', 4), ('Eggs', 2)]",143.5,-37.8014608,144.9581615,0,7.344,12.3812345
ORDK04724,2018-10-02,17:07:36,Dinner,BK,"[('Fish&Chips', 3), ('Salmon', 8), ('Shrimp', 4), ('Pasta', 10)]",924.0,-37.8134461,144.9847269,0,5.906,12.8007998
ORDX07727,2018-03-19,10:32:06,Breakfast,BK,"[('Eggs', 1), ('Pancake', 7), ('Cereal', 10)]",401.75,-37.8119098,144.9577056,0,8.276,13.3479312
ORDC07658,2018-08-14,15:26:11,Lunch,NS,"[('Chicken', 6), ('Steak', 9), ('Burger', 4)]",721.0,-37.805931,144.9381047,0,9.813,7.73769475
ORDX08350,2018-11-25,18:49:00,Dinner,BK,"[('Shrimp', 3), ('Fish&Chips', 8), ('Pasta', 5)]",579.5,-37.8096741,144.9365179,0,10.052,19.4690348
