order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDA06789,2018-05-31,12:54:05,Dinner,BK,"[('Steak', 10), ('Chicken', 7), ('Burger', 7), ('Salad', 4)]",959.8,-37.8058765,144.9560741,0,8.053,13.7511044
ORDJ04272,2018-04-06,11:02:32,Breakfast,bk,"[('Pancake', 6), ('Eggs', 2)]",189.5,-37.8120005,144.9654688,0,8.412,10.8083347
ORDK09461,2018-08-05,15:05:54,Lunch,BK,"[('Burger', 10), ('Steak', 10), ('Salad', 5), ('Fries', 1)]",858.0,37.8097355,144.9432826,0,9.634,17.9524
ORDJ02461,2018-01-20,08:30:25,Breakfast,TP,"[('Eggs', 2), ('Shrimp', 1), ('Coffee', 2)]",83.25,-37.8049839,144.9762398,0,9.591,13.6250312
ORDX03508,2018-06-27,13:44:47,Dinner,BK,"[('Steak', 4), ('Fries', 10), ('Salad', 10), ('Chicken', 1)]",504.0,-37.8245104,144.9887313,0,6.406,12.4526392
ORDX09419,2018-09-07,16:16:54,Dinner,BK,"[('Shrimp', 5), ('Salmon', 6), ('Fish&Chips', 7)]",761.0,37.8209309,144.9765848,0,7.296,14.4546884
ORDX01877,2018-24-02,09:41:24,Breakfast,BK,"[('Pancake', 7), ('Cereal', 2)]",211.75,-37.8148368,144.9376909,0,9.934,17.6490742
ORDY06366,2018-09-06,16:16:54,Dinner,TP,"[('Pasta', 5), ('Salmon', 3), ('Shrimp', 5), ('Fish&Chips', 6)]",376.75,-37.8194169,144.9765848,0,8.564,12.5847415
ORDX10516,2018-11-05,18:08:27,Dinner,BK,"[('Shrimp', 5), ('Pasta', 10)]",545.0,-37.8225971,145.0031343,0,4.946,11.2015594
ORDJ01037,2018-12-05,19:09:17,Dinner,TP,"[('Fish&Chips', 7), ('Pasta', 6), ('Shrimp', 4), ('Salmon', 3)]",749.0,-37.822363,144.9502368,0,8.638,13.2113958
ORDY09780,2018-02-03,09:00:50,Dinner,TP,"[('Eggs', 5), ('Cereal', 2), ('Pancake', 5)]",273.25,-37.8080834,145.0088378,0,12.125,15.6836301
ORDK05659,2018-09-21,16:47:19,Dinner,BK,"[('Pasta', 7), ('Salmon', 5), ('Fish&Chips', 6)]",607.5,-37.8201466,144.9582521,0,8.288,15.0295638
ORDA09040,2018-09-29,16:57:27,Dinner,BK,"[('Salmon', 3), ('Shrimp', 4), ('Fish&Chips', 6)]",549.0,-37.8019774,144.9527304,0,8.625,18.1553537
ORDY03569,2018-12-05,19:09:17,Dinner,TP,"[('Shrimp', 10), ('Salmon', 3), ('Fish&Chips', 8), ('Pasta', 3)]",1025.5,37.8189749,144.9549254,0,8.327,12.3384973
ORDC06400,2018-12-17,19:39:43,Dinner,NS,"[('Shrimp', 6), ('Pasta', 2), ('Salmon', 2)]",461.0,-37.8057831,144.9520778,1,8.279,14.267933
ORDY00057,2018-10-19,17:38:01,Dinner,TP,"[('Pasta', 1), ('Salmon', 4), ('Shrimp', 9)]",677.5,-37.8189423,144.9646229,0,7.836,12.1651386
ORDX04245,2018-21-10,17:38:01,Dinner,BK,"[('Salmon', 9), ('Shrimp', 1), ('Fish&Chips', 8)]",703.0,-37.8202322,144.9687329,0,7.7,16.7922117
ORDB06763,2018-02-25,09:41:24,Breakfast,TP,"[('Pancake', 10), ('Cereal', 3), ('Eggs', 6), ('Coffee', 2)]",452.5,-37.8145906,144.9616841,0,8.156,12.6323741
ORDZ02737,2018-08-24,15:46:28,Lunch,NS,"[('Burger', 2), ('Salad', 6), ('Chicken', 9), ('Fries', 4)]",501.2,-37.8039953,144.936298,1,9.818,15.2344596
ORDJ10011,2018-06-01,12:54:05,Lunch,TP,"[('Salad', 5), ('Chicken', 1)]",118.0,-37.7994718,145.0063616,0,12.579,15.4752207
ORDC04838,2018-10-10,17:17:44,Dinner,NS,"[('Salmon', 6), ('Pasta', 2), ('Fish&Chips', 3)]",406.0,37.8126496,144.9527667,0,8.558,14.8561843
ORDI08449,2018-08-10,15:16:03,Lunch,NS,"[('Steak', 1), ('Burger', 6), ('Salad', 7), ('Chicken', 3), ('Fries', 5)]",507.4,-37.8045225,145.0111104,0,10.157,15.8140169
ORDI07862,2018-08-22,15:46:28,Lunch,NS,"[('Steak', 3), ('Fries', 2), ('Burger', 8), ('Salad', 2), ('Chicken', 6)]",633.4,-37.8113983,144.9494621,0,8.756,14.8877869
ORDY03968,2018-04-11,11:12:40,Dinner,TP,"[('Coffee', 8), ('Cereal', 2), ('Eggs', 10), ('Pancake', 9)]",540.25,-37.819973,144.9618458,0,7.658,10.2543222
ORDC03921,2018-07-26,14:45:38,Lunch,NS,"[('Chicken', 5), ('Burger', 2), ('Fries', 10), ('Steak', 1)]",387.0,-37.8030057,144.9357137,0,10.357,15.5390197
ORDI11026,2018-01-10,08:10:08,Breakfast,NS,"[('Pancake', 10), ('Cereal', 1)]",263.5,-37.8005242,144.9558648,1,7.557,6.1936188
ORDJ00284,2018-03-27,10:42:15,Breakfast,TP,"[('Coffee', 1), ('Eggs', 6), ('Cereal', 4)]",223.5,37.8071361,144.9594576,0,9.025,11.3781127
ORDY02923,2018-09-06,16:16:54,Dinner,TP,"[('Shrimp', 5), ('Fish&Chips', 9)]",353.75,-37.8197781,144.9767491,0,8.521,13.0120687
ORDK01982,2018-01-02,08:00:00,Breakfast,BK,"[('Eggs', 5), ('Coffee', 4)]",140.0,-37.8211813,144.9472961,1,9.349,7.1929695
ORDA08859,2018-12-26,19:49:51,Dinner,tp,"[('Pasta', 1), ('Salmon', 9), ('Shrimp', 3), ('Fish&Chips', 2)]",628.5,-37.8037236,145.010641,0,4.17,11.5272145
ORDY02650,2018-11-16,18:28:43,Dinner,NS,"[('Salmon', 7), ('Fish&Chips', 7)]",532.0,-37.814892,145.0076791,0,11.639,15.365122
ORDK04929,2018-08-18,15:36:20,Lunch,BK,"[('Steak', 8), ('Chicken', 4), ('Salad', 10), ('Fries', 1)]",672.0,-37.813288,145.0104152,0,3.535,11.8829207
ORDB07700,2018-11-20,18:38:52,Dinner,TP,"[('Fish&Chips', 4), ('Salmon', 5), ('Pasta', 10)]",620.0,-37.8190514,144.9466788,0,4.915,12.9596935
ORDZ06148,2018-03-13,10:21:58,Breakfast,NS,"[('Pancake', 1), ('Eggs', 8), ('Cereal', 3), ('Salad', 9)]",330.75,-37.8101608,144.9807201,0,7.899,12.7246901
ORDC07332,2018-11-03,18:08:27,Dinner,NS,"[('Salmon', 6), ('Fish&Chips', 6), ('Shrimp', 6)]",780.0,-37.8119644,144.9515531,0,8.583,16.9171916
ORDA06713,2018-10-24,17:48:10,Dinner,BK,"[('Shrimp', 5), ('Fish&Chips', 8)]",550.0,-37.8204521,144.966533,0,7.915,14.7267003
ORDJ07054,2018-08-22,15:46:28,Lunch,TP,"[('Salad', 6), ('Burger', 10), ('Steak', 10)]",863.2,-37.8020938,144.9845589,0,10.488,13.9145722
ORDI05501,2018-28-11,18:59:09,Dinner,NS,"[('Shrimp', 10), ('Pasta', 3)]",622.5,-37.8054079,144.9671814,0,6.839,12.8190182
ORDI09890,2018-05-15,12:23:39,Lunch,NS,"[('Burger', 1), ('Salad', 3), ('Steak', 2)]",172.6,-37.8085701,144.9716575,0,7.224,12.6590525
ORDX09510,2018-09-26,16:47:19,Lunch,BK,"[('Salmon', 8), ('Pasta', 5)]",465.5,-37.8057429,144.9558818,0,8.077,14.9193177
ORDZ05175,2018-05-06,12:03:22,Lunch,NS,"[('Fries', 7), ('Salad', 6)]",187.2,-37.8027946,144.9835952,0,7.379,14.9727806
ORDB03931,2018-05-03,12:03:22,Lunch,TP,"[('Salad', 10), ('Burger', 8), ('Fries', 5), ('Cereal', 8)]",736.0,-37.8246789,144.9705324,0,8.14,11.958216
ORDB04988,2018-12-24,19:49:51,Dinner,TP,"[('Pasta', 10), ('Shrimp', 4), ('Fish&Chips', 7), ('Salmon', 7)]",1023.0,-37.8019112,144.9578642,0,9.497,13.2940631
ORDK05160,2018-07-13,14:25:21,Lunch,BK,"[('Chicken', 5), ('Fries', 1)]",172.0,-37.8184891,144.9981526,1,5.04,10.8463909
ORDJ07218,2018-06-13,13:24:30,Lunch,TP,"[('Salad', 9), ('Fries', 8), ('Steak', 8), ('Chicken', 7), ('Burger', 7)]",1025.5,-37.8263746,144.9811628,0,9.173,12.6849289
ORDZ09707,2018-05-29,12:54:05,Lunch,NS,"[('Chicken', 5), ('Salad', 4), ('Steak', 6), ('Burger', 7)]",715.8,-37.8083228,144.9554396,0,8.126,14.1034047
ORDC08293,2018-01-25,08:40:33,Breakfast,NS,"[('Eggs', 6), ('Cereal', 7)]",279.0,-37.8205235,144.9538944,0,9.489,14.9338785
ORDJ02843,2018-05-31,12:54:05,Lunch,TP,"[('Burger', 6), ('Fries', 3)]",222.0,-37.8155142,144.9738261,1,8.351,11.6820654
ORDC05217,2018-04-26,11:43:05,Breakfast,NS,"[('Eggs', 8), ('Pancake', 3), ('Cereal', 2), ('Coffee', 1)]",298.25,-37.8185129,144.9671482,0,8.464,12.9055122
ORDK05537,2018-06-28,13:54:55,Lunch,BK,"[('Steak', 9), ('Salad', 7), ('Chicken', 6)]",717.4,-37.8074198,144.9422886,0,9.541,15.3483422
ORDI07624,2018-01-08,08:10:08,Breakfast,NS,"[('Pancake', 4), ('Eggs', 5)]",207.0,-37.8168491,144.9789949,1,8.38,6.481528
ORDB06281,2018-09-15,16:27:02,Dinner,bk,"[('Salmon', 10), ('Shrimp', 6), ('Fish&Chips', 4), ('Pasta', 1)]",901.5,-37.8023097,144.9433602,0,10.44,16.120476
ORDI07105,2018-12-22,19:49:51,Dinner,NS,"[('Shrimp', 5), ('Fish&Chips', 8), ('Salmon', 3)]",673.0,-37.8057028,144.9675183,1,6.834,14.6925008
ORDY08274,2018-04-29,11:53:14,Breakfast,TP,"[('Eggs', 7), ('Chicken', 3), ('Pancake', 9)]",394.75,-37.8019703,144.9584927,0,9.503,13.4551031
ORDK01082,2018-08-16,15:26:11,Lunch,BK,"[('Fish&Chips', 9), ('Chicken', 9)]",396.0,-37.8109953,145.000582,0,4.119,9.7586734
ORDY09597,02-06-2018,13:04:13,Lunch,TP,"[('Burger', 6), ('Fries', 9), ('Steak', 8), ('Salad', 9)]",808.8,-37.8116287,145.0115724,0,12.045,16.7146455
ORDY04431,2018-03-28,10:52:23,Breakfast,TP,"[('Coffee', 4), ('Cereal', 10), ('Pancake', 7), ('Eggs', 5)]",519.75,-37.8159761,144.9513099,0,9.434,12.6920448
ORDY09365,2018-06-14,13:24:30,Lunch,TP,"[('Chicken', 8), ('Steak', 1)]",301.0,-37.8225768,144.9719802,0,8.137,11.7203826
ORDC04024,2018-05-26,12:43:56,Lunch,NS,"[('Burger', 8), ('Chicken', 4), ('Salad', 5), ('Fries', 4), ('Steak', 10)]",960.0,-37.8027313,144.9637292,1,6.925,14.0823096
ORDY03428,2018-07-16,14:25:21,Lunch,TP,"[('Salad', 3), ('Chicken', 2), ('Fries', 5), ('Steak', 2), ('Burger', 9)]",544.6,-37.8142203,144.9729826,0,8.53,12.7150306
ORDB01792,2018-04-15,11:22:49,Breakfast,TP,"[('Eggs', 6), ('Coffee', 6), ('Cereal', 9)]",366.0,-37.8143354,145.0116614,0,10.488,16.3708539
ORDC08616,2018-12-06,19:09:17,Dinner,NS,"[('Pasta', 7), ('Shrimp', 1), ('Fish&Chips', 7), ('Salmon', 10)]",901.5,-37.8158211,144.9658061,0,8.167,13.8565241
ORDK02980,2018-10-23,17:48:10,Breakfast,BK,"[('Shrimp', 4), ('Fish&Chips', 10)]",566.0,-37.8067771,144.9490393,0,8.764,15.8771722
ORDJ04727,2018-02-24,09:41:24,Breakfast,TP,"[('Eggs', 6), ('Pancake', 6), ('Cereal', 3), ('Coffee', 3)]",363.0,37.8110304,144.9636572,0,8.497,13.3668016
ORDX03234,2018-12-19,19:39:43,Dinner,NS,"[('Shrimp', 5), ('Salmon', 8), ('Pasta', 6), ('Fish&Chips', 3)]",868.0,-37.8149836,144.9364378,0,11.239,18.5551781
ORDY00156,2018-04-16,11:22:49,Breakfast,TP,"[('Pancake', 4), ('Eggs', 10), ('Cereal', 8)]",485.0,-37.8121507,144.9622847,0,8.264,11.5479955
ORDY00657,2018-10-06,17:17:44,Dinner,TP,"[('Shrimp', 2), ('Salmon', 8), ('Fish&Chips', 8)]",716.0,-37.8114598,144.9833055,1,9.384,15.2033064
ORDX01579,2018-11-29,18:59:09,Dinner,BK,"[('Shrimp', 3), ('Fish&Chips', 3), ('Salmon', 9)]",636.0,37.8172637,145.0060773,0,4.175,10.7174437
ORDY02075,2018-15-10,17:27:53,Dinner,TP,"[('Pasta', 6), ('Shrimp', 1), ('Fish&Chips', 4), ('Salmon', 3)]",482.0,-37.8095988,144.9755558,0,9.065,13.2387114
ORDY10363,2018-03-01,09:51:32,Breakfast,TP,"[('Coffee', 2), ('Cereal', 5), ('Pancake', 10)]",362.5,-37.8207456,144.9688791,0,7.718,11.2417566
ORDB05490,2018-02-26,09:51:32,Breakfast,TP,"[('Cereal', 6), ('Eggs', 1)]",262.25,-37.8128953,144.995536,0,10.542,12.7187253
ORDJ09198,2018-23-09,16:47:19,Dinner,TP,"[('Shrimp', 7), ('Fish&Chips', 10)]",728.0,-37.8091448,144.9489121,0,9.726,15.1685989
ORDC06003,2018-03-20,10:32:06,Breakfast,NS,"[('Cereal', 9), ('Coffee', 4), ('Eggs', 5), ('Pancake', 7)]",498.75,37.8100068,144.9585957,0,7.957,12.9549615
ORDB01456,2018-02-04,09:00:50,Lunch,TP,"[('Cereal', 2), ('Coffee', 9)]",109.5,-37.8212464,144.9613796,0,7.43,11.8159361
ORDZ06737,2018-10-07,17:17:44,Dinner,NS,"[('Shrimp', 5), ('Salmon', 3), ('Fish&Chips', 7)]",638.0,37.8084768,144.9607091,0,7.796,15.4060672
ORDK00776,2018-02-09,09:10:59,Breakfast,BK,"[('Pancake', 3), ('Coffee', 10), ('Cereal', 2), ('Eggs', 3)]",761.0,-37.799308,144.9592414,0,8.43,12.8754085
ORDA06200,2018-27-06,13:54:55,Lunch,BK,"[('Salad', 5), ('Fries', 10), ('Steak', 4), ('Burger', 6), ('Chicken', 4)]",700.0,-37.8249626,144.9848785,0,6.868,12.2118774
ORDY08742,2018-02-25,09:41:24,Breakfast,bk,"[('Coffee', 1), ('Pancake', 7)]",177.25,-37.8149037,144.9605871,0,8.234,12.5378789
ORDC08903,2018-05-23,12:43:56,Lunch,NS,"[('Salad', 5), ('Burger', 4), ('Chicken', 1)]",242.0,-37.8191184,144.9772137,0,8.483,14.0297747
ORDZ00102,2018-10-08,17:17:44,Dinner,NS,"[('Salmon', 7), ('Pasta', 7)]",479.5,-37.8176318,144.9590456,0,8.726,14.4659963
ORDI01067,03-04-2018,11:02:32,Breakfast,NS,"[('Coffee', 2), ('Eggs', 8), ('Pancake', 4), ('Cereal', 9)]",477.0,-37.8100407,144.9795533,0,7.795,12.9491701
ORDI05384,2018-11-20,18:38:52,Dinner,NS,"[('Salmon', 2), ('Cereal', 3), ('Shrimp', 4)]",380.5,-37.8252425,145.0165733,0,12.076,17.5586007
ORDC01682,2018-04-20,11:32:57,Breakfast,NS,"[('Eggs', 9), ('Coffee', 2)]",213.0,37.8071876,144.9590913,0,7.744,12.364405
ORDJ07095,2018-12-12,19:29:34,Dinner,TP,"[('Shrimp', 9), ('Salmon', 2), ('Fish&Chips', 5), ('Pasta', 8)]",963.0,-37.8139832,144.9645678,0,8.091,12.5565268
ORDK05706,2018-12-22,19:49:51,Dinner,BK,"[('Pasta', 10), ('Salmon', 5)]",480.0,-37.8059952,144.9668226,0,7.224,17.2034074
ORDY10291,2018-03-28,10:52:23,Breakfast,TP,"[('Coffee', 10), ('Eggs', 3), ('Pancake', 5), ('Cereal', 4)]",346.25,37.824345,144.9885233,0,9.189,11.4760106
ORDC05233,2018-07-24,14:45:38,Lunch,NS,"[('Steak', 3), ('Salad', 4)]",203.8,-37.7993846,144.985002,0,7.621,13.3267578
ORDJ00795,2018-06-23,13:44:47,Lunch,TP,"[('Salad', 10), ('Burger', 9)]",451.0,37.8125914,145.0122258,0,12.281,16.1606363
ORDK03128,2018-05-23,12:43:56,Lunch,BK,"[('Fries', 4), ('Steak', 7)]",363.0,-37.816205,145.015472,0,5.015,10.7958492
ORDK06957,2018-09-02,16:06:45,Dinner,BK,"[('Fish&Chips', 5), ('Pasta', 8), ('Salmon', 8)]",723.0,-37.8115487,144.9361249,0,10.088,20.0921818
ORDZ09444,2018-12-08,19:19:26,Dinner,NS,"[('Salmon', 9), ('Pasta', 3)]",451.5,-37.8067683,144.962786,0,7.358,15.5702058
ORDY09986,2018-09-28,16:57:27,Dinner,TP,"[('Fish&Chips', 9), ('Salmon', 4)]",384.75,-37.8089964,144.9460894,0,9.763,14.023811
ORDK08989,2018-27-09,16:57:27,Dinner,BK,"[('Fish&Chips', 4), ('Shrimp', 2)]",248.0,-37.8009533,144.9429625,0,9.505,16.1207006
ORDZ00429,2018-04-10,11:12:40,Breakfast,NS,"[('Cereal', 6), ('Steak', 3), ('Coffee', 5)]",236.25,-37.8101135,144.9049074,0,12.546,17.3767551
ORDZ00783,2018-11-04,18:08:27,Dinner,NS,"[('Fish&Chips', 4), ('Pasta', 5)]",277.5,-37.8060843,144.9572116,0,7.845,15.515891
ORDX04964,2018-09-02,16:06:45,Dinner,ns,"[('Shrimp', 10), ('Salmon', 4), ('Fish&Chips', 7), ('Pasta', 9)]",1196.5,-37.8141454,144.963143,0,7.724,17.2418764
ORDC05259,2018-06-07,13:14:21,Lunch,NS,"[('Burger', 8), ('Chicken', 7), ('Fries', 5)]",532.0,-37.8039658,144.9641073,1,6.96,12.8701366
ORDJ01258,2018-06-15,13:24:30,Lunch,TP,"[('Steak', 8), ('Salad', 7)]",803.0,-37.8134953,144.9656479,0,8.207,11.9949149
ORDC01750,2018-03-09,10:11:49,Breakfast,NS,"[('Pancake', 7), ('Cereal', 10), ('Eggs', 4)]",467.75,-37.8073965,144.9628432,0,7.364,12.3842412
ORDJ09629,2018-03-19,10:32:06,Breakfast,TP,"[('Cereal', 10), ('Eggs', 5)]",320.0,-37.8119751,144.9574745,0,8.657,11.6505388
ORDJ06024,2018-10-30,17:58:18,Dinner,TP,"[('Shrimp', 3), ('Pasta', 3), ('Salmon', 2)]",326.5,37.8208489,144.9946581,0,10.057,14.0082136
ORDB09531,2018-08-11,15:16:03,Lunch,TP,"[('Burger', 5), ('Chicken', 5)]",315.0,-37.8188044,144.9527977,0,8.155,14.5380705
ORDB07292,2018-09-14,16:27:02,Dinner,TP,"[('Pasta', 4), ('Fish&Chips', 5), ('Salmon', 7), ('Shrimp', 5)]",842.0,-37.8238784,144.9548363,0,8.107,11.9450162
ORDX05291,2018-10-30,17:58:18,Dinner,BK,"[('Fish&Chips', 2), ('Salmon', 3), ('Shrimp', 5)]",570.5,-37.8197721,144.9809341,0,6.623,13.0751575
ORDY09334,2018-06-06,13:04:13,Lunch,ns,"[('Fries', 4), ('Burger', 10), ('Chicken', 4), ('Steak', 5)]",711.0,-37.8243867,144.9530682,0,8.311,12.0640226
ORDY09764,2018-05-09,12:13:31,Lunch,TP,"[('Chicken', 5), ('Fries', 4), ('Salad', 3), ('Burger', 4), ('Steak', 4)]",563.6,-37.8003886,144.9640579,0,9.712,12.937023
ORDC04717,2018-01-24,08:40:33,Breakfast,NS,"[('Cereal', 1), ('Eggs', 7), ('Coffee', 6), ('Pancake', 3)]",292.75,-37.8249664,144.9761917,0,9.273,14.7241398
ORDZ01653,2018-07-02,14:05:04,Lunch,NS,"[('Salad', 9), ('Steak', 2), ('Chicken', 3)]",340.8,-37.8095468,144.9639783,0,4.946,12.8671679
ORDK07206,2018-11-14,18:28:43,Dinner,BK,"[('Salmon', 5), ('Pasta', 9), ('Shrimp', 5)]",722.5,-37.8145441,145.0141839,0,3.766,10.5083072
ORDK08434,2018-11-21,18:49:00,Dinner,BK,"[('Salmon', 3), ('Fish&Chips', 10)]",473.0,-37.8007346,145.0020597,0,5.061,11.457994
ORDC01807,02-11-2018,18:08:27,Dinner,NS,"[('Fish&Chips', 1), ('Salmon', 8)]",363.0,-37.8022862,144.9802774,0,7.169,12.8113545
ORDZ02411,2018-05-07,12:03:22,Lunch,NS,"[('Steak', 10), ('Chicken', 4), ('Salad', 3), ('Burger', 1)]",660.6,-37.8040517,144.9581406,0,7.561,13.6025575
ORDZ05777,2018-06-09,13:14:21,Lunch,ns,"[('Chicken', 3), ('Fries', 8)]",192.0,-37.8256667,144.9580612,0,9.912,17.3237556
ORDY06299,2018-10-19,17:38:01,Dinner,TP,"[('Shrimp', 8), ('Pasta', 1), ('Salmon', 7), ('Fish&Chips', 5)]",921.5,-37.8129622,144.9907104,0,8.855,13.9878519
ORDZ10186,2018-26-09,16:47:19,Dinner,NS,"[('Fish&Chips', 9), ('Pasta', 9)]",562.5,-37.8167966,144.9699858,0,8.103,14.1568531
ORDY02747,2018-04-03,11:02:32,Breakfast,TP,"[('Cereal', 3), ('Steak', 10), ('Coffee', 4)]",313.0,-37.8053507,144.97377,0,9.54,12.1869038
ORDK04327,2018-05-09,12:13:31,Lunch,BK,"[('Steak', 5), ('Burger', 6), ('Salad', 6)]",514.2,-37.7993692,144.9642043,0,9.463,13.9884026
ORDY10010,2018-02-18,09:31:16,Breakfast,TP,"[('Eggs', 10), ('Coffee', 10), ('Cereal', 1), ('Pancake', 1)]",340.25,-37.8083698,144.9450047,0,9.897,13.7755046
ORDZ10061,2018-09-20,16:37:10,Breakfast,NS,"[('Pasta', 10), ('Shrimp', 8), ('Salmon', 9)]",1076.0,-37.8143577,144.9548499,0,8.513,14.582252
ORDA07589,2018-12-17,19:39:43,Dinner,BK,"[('Pasta', 6), ('Shrimp', 1), ('Salmon', 1)]",501.25,-37.8064263,144.9556723,0,8.138,15.5206179
ORDK08146,2018-03-25,10:42:15,Breakfast,BK,"[('Cereal', 8), ('Eggs', 3), ('Pancake', 6), ('Coffee', 8)]",439.5,-37.8093901,144.9731119,0,6.641,13.7353399
ORDB05718,2018-12-22,19:49:51,Dinner,TP,"[('Fish&Chips', 9), ('Salmon', 5), ('Pasta', 5)]",657.5,144.9725933,-37.8096824,0,9.126,14.8592072
ORDI07412,2018-01-13,08:20:16,Breakfast,NS,"[('Pancake', 7), ('Eggs', 3), ('Cereal', 8), ('Coffee', 8)]",463.75,-37.8180212,144.9668544,1,8.419,8.0130981
ORDZ10659,2018-04-15,11:22:49,Breakfast,NS,"[('Eggs', 1), ('Cereal', 9), ('Coffee', 5), ('Pancake', 8)]",442.5,-37.8047473,144.9452156,0,8.839,16.2008131
ORDZ08751,2018-06-17,13:34:38,Dinner,NS,"[('Burger', 9), ('Salad', 8), ('Fries', 2)]",440.6,-37.801844,144.9813581,0,7.114,14.562988
ORDA04374,2018-07-11,14:15:12,Lunch,bk,"[('Burger', 4), ('Fries', 10), ('Chicken', 1)]",276.0,-37.8009998,144.9723235,0,7.314,13.5131402
ORDI02061,2018-01-08,08:10:08,Breakfast,NS,"[('Eggs', 5), ('Coffee', 6)]",155.0,-37.8144586,144.9375093,1,9.865,7.7280905
ORDX06752,2018-12-25,19:49:51,Dinner,BK,"[('Fish&Chips', 6), ('Salmon', 7), ('Shrimp', 5), ('Pasta', 9)]",1014.5,-37.8047494,144.949398,1,8.695,15.363814
